,fisherman_age,fisherman_experience_years,province,coast_name,role,boat_type,detected_disaster_type,life_threatening_disaster_count,natural_signs_used,how_often_used_signs,disaster_percentage,action_after_sign,how_long_used_signs_years,has_Wn-3_Wn-8,has_Wn-3_Wn-8_Wn-9,has_Wn-3_Wn-8_Wn-11,has_Wn-3_Wn-9,has_Wn-3_Wn-11,has_Wn-4_Wn-9,has_Wn-4_Wn-10,has_Wn-1_Wn-4,has_Wn-1_Wn-4_Wn-9,has_Wn-1_Wn-4_Wn-7,has_Wn-1_Wn-4_Wn-10,has_Wn-1_Wn-9,has_Wn-1_Wn-7,has_Wn-1_Wn-10,has_Wn-1_Wn-8,has_Wn-1_Wn-6,has_Wn-1_Wn-6_Wn-10,has_Wn-1_Wn-11,has_Wn-9_Wn-10,has_Wn-7_Wn-14,has_Ts-1_Ts-2,has_Ts-1_Ts-2_Ts-3,has_Ts-1_Ts-2_Ts-3_Ts-5,has_Ts-1_Ts-2_Ts-5,has_Ts-1_Ts-2_Ts-4,has_Ts-1_Ts-2_Ts-4_Ts-5,has_Ts-1_Ts-3,has_Ts-1_Ts-3_Ts-5,has_Ts-1_Ts-5,has_Ts-1_Ts-4,has_Ts-1_Ts-4_Ts-5,has_Ts-2_Ts-3,has_Ts-2_Ts-3_Ts-5,has_Ts-2_Ts-5,has_Ts-2_Ts-4,has_Ts-2_Ts-4_Ts-5,has_Ts-3_Ts-5,has_Ts-3_Ts-4,has_Ts-3_Ts-4_Ts-6,has_Ts-3_Ts-6,has_Ts-5_Ts-7,has_Ts-5_Ts-6,has_Cr-1_Cr-3,has_Cr-1_Cr-4,has_Wn-8_Wn-9,has_Wn-8_Wn-11,has_Wn-8_Wn-15,has_Wv-1_Wv-2,has_Ts-4_Ts-5,has_Ts-4_Ts-5_Ts-6,has_Ts-4_Ts-6,has_Ts-4_Ts-6_Ts-7,has_Ts-4_Ts-7,has_Wn-6_Wn-10,has_Wn-2_Wn-5,has_Wn-2_Wn-5_Wn-8,has_Wn-2_Wn-8,has_Wn-2_Wn-10,has_Wn-2_Wn-7,has_Wn-2_Wn-7_Wn-14,has_Wn-2_Wn-14,has_Wn-5_Wn-8,has_Ts-6_Ts-7,has_Wn-12_Wn-16,has_Wn-12_Wn-15,has_Wn-13_Wn-16
93,47,15,Aceh,Pantai Lampuuk,Juragan kapal,Perahu motor tempel,B.5 Arus Kencang,4,"Cr-2, Cr-3",3.5,100.0,"Cr-2 Tidak Melakukan Apa-Apa
Cr-3 Menjauh Dari Pantai   ",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,47,15,Aceh,Pantai Lampuuk,Juragan kapal,Perahu motor tempel,B.6 Air Pasang,2,"Td-1, Td-2",22.0,66.67,"Td-1 Menyesuaikan Waktu
Td-2 Berhati-Hati",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,29,8,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.2 Angin Kencang,5,"Wn-8, Wn-9, Wn-10",6.0,100.0,"Wn-8 Menyesuaikan Waktu Melaut
Wn-9 Memperbaiki Kapal 
Wn-10 Berhati-Hati",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,29,8,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,4,Wth-1,3.5,61.54,Berhenti Beraktifitas Melaut,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,39,9,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,5,Wv-1,5.5,66.67,Menyesuaikan Alat,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,39,9,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.6 Air Pasang,3,"Td-1, Td-2",20.0,66.67,"Td-1 Menyesuaikan Waktu
Td-2 Berhati-Hati",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,37,8,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,4,Wv-1,5.5,58.33,Menyesuaikan Alat,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,37,8,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.6 Air Pasang,2,"Td-1, Td-2",20.0,66.67,"Td-1 Menyesuaikan Waktu
Td-2 Berhati-Hati",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,35,7,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,5,Wv-1,5.5,80.0,Menyesuaikan waktu melaut,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,35,7,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,4,Wth-1,3.5,53.85,Berhenti Beraktifitas Melaut,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,45,10,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.2 Angin Kencang,6,"Wn-2, Wn-7, Wn-14",18.0,100.0,"Wn-2 Menyesuaikan Waktu Melaut
Wn-7 Memperbaiki Kapal 
Wn-14 Berhati-Hati",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
104,45,10,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.3 Gelombang Ekstrim,5,Wv-2,5.5,76.92,Menyesuaikan Alat,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,45,10,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.6 Air Pasang,3,"Td-1, Td-2",20.0,83.33,"Td-1 Menyesuaikan Waktu
Td-2 Berhati-Hati",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,44,12,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,8,Wv-1,4.0,100.0, Menyesuaikan Waktu Melaut,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,44,12,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,4,Wth-1,6.0,75.0,Berhenti Beraktifitas Melaut,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,44,12,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.5 Arus Kencang,7,"Cr-1, Cr-3",3.5,66.67,"Cr-1 Tidak Melakukan Apa-Apa
Cr-3 Menjauh Dari Pantai   ",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,47,14,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.3 Gelombang Ekstrim,2,Wv-2,18.0,75.0,Menyesuaikan Waktu Melaut,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,47,14,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.6 Air Pasang,4,"Td-1, Td-2",20.0,76.47,"Td-1 Menyesuaikan Waktu
Td-2 Berhati-Hati",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,28,6,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.5 Arus Kencang,7,"Cr-1, Cr-3",6.5,100.0,"Cr-1 Tidak Melakukan Apa-Apa
Cr-3 Menjauh Dari Pantai   ",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,28,6,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.6 Air Pasang,6,Td-1,20.0,43.48,Tidak Melakukan Apa-Apa,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,24,2,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.2 Angin Kencang,5,"Wn-3, Wn-8, Wn-11",18.0,100.0,"Wn-3 Menyesuaikan Waktu Melaut
Wn-8 Memperbaiki Kapal 
Wn-11 Berhati-Hati",2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,24,2,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,3,Wv-2,4.5,80.0,Menyesuaikan Alat,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,39,10,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,3,Wv-1,5.5,61.54,Tidak melakukan apa apa,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,39,10,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,6,Wth-1,3.0,76.92,Berhenti Beraktifitas Melaut,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,40,15,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.2 Angin Kencang,7,"Wn-1, Wn-4, Wn-7, Wn-10",20.0,50.0,"Wn-1 Berhati-hati
Wn-4 Menyesuaikan Waktu Melaut
Wn-7 Tidak Melakukan Apa-apa
Wn-10 Berhati-hati, Memperbaiki Kapal",15,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,40,15,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.5 Arus Kencang,4,"Cr-2, Cr-3",3.5,60.0,"Cr-2 Tidak Melakukan Apa-Apa
Cr-3 Menjauh Dari Pantai   ",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,55,26,Aceh,Pantai Lampuuk,Juragan kapal,Perahu motor tempel,B.1 Tsunami,1,"Ts-4, Ts-5, Ts-6, Ts-7",30.0,100.0,"Ts-4 Berhati-hati
Ts-5 Lari Ke Tempat Tinggi
Ts-6 Lari Ke Tempat Tinggi
Ts-7 Menjauh Dari Pantai",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
120,55,26,Aceh,Pantai Lampuuk,Juragan kapal,Perahu motor tempel,B.6 Air Pasang,4,"Td-1, Td-2",20.0,87.5,"Td-1 Menyesuaikan Waktu
Td-2 Berhati-Hati",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,27,7,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,3,Wth-1,3.5,62.5,Berhenti Beraktifitas Melaut,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,36,13,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.2 Angin Kencang,6,"Wn-13, Wn-14, Wn-16",18.0,100.0,"Wn-13 Menyesuaikan Waktu Melaut
Wn-14 Memperbaiki Kapal 
Wn-16 Berhati-Hati",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,36,13,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,5,Wv-1,5.5,78.57,Menyesuaikan Alat,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,40,15,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.5 Arus Kencang,4,"Cr-1, Cr-2",3.5,40.0,"Cr-1 Tidak Melakukan Apa-Apa
Cr-2 Menjauh Dari Pantai   ",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,40,15,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.6 Air Pasang,6,"Td-1, Td-2",18.0,38.89,"Td-1 Menyesuaikan Waktu
Td-2 Berhati-Hati",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,28,7,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.2 Angin Kencang,8,"Wn-12, Wn-15, Wn-16",26.0,100.0,"Wn-12 Menyesuaikan Waktu Melaut
Wn-15 Memperbaiki Kapal 
Wn-16 Berhati-Hati",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
127,28,7,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,5,Wth-1,3.5,58.33,Berhenti Beraktifitas Melaut,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,28,7,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.5 Arus Kencang,6,"Cr-1, Cr-2",4.0,60.0,"Cr-1 Tidak Melakukan Apa-Apa
Cr-2 Menjauh Dari Pantai   ",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,36,10,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.2 Angin Kencang,7,"Wn-5, Wn-14, Wn-17",22.0,100.0,"Wn-5 Menyesuaikan Waktu Melaut
Wn-14 Memperbaiki Kapal 
Wn-17 Berhati-Hati",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,31,8,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,4,Wth-1,3.5,50.0,Berhenti Beraktifitas Melaut,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,42,11,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.3 Gelombang Ekstrim,4,Wv-1,4.0,66.67,Menyesuaikan Alat,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,42,11,Aceh,Pantai Lampuuk,Tekong/Nahkoda,Perahu motor tempel,B.5 Arus Kencang,8,"Cr-1, Cr-2",5.5,53.33,"Cr-1 Tidak Melakukan Apa-Apa
Cr-2 Menjauh Dari Pantai   ",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,47,17,Aceh,Pantai Lampuuk,Juragan kapal,Perahu motor tempel,B.2 Angin Kencang,7,"Wn-8, Wn-11, Wn-13, Wn-15",18.0,100.0,"Wn-8 Berhati-hati
Wn-11 Menyesuaikan Waktu Melaut
Wn-13 Tidak Melakukan Apa-apa
Wn-15 Berhati-hati, Memperbaiki Kapal",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,47,17,Aceh,Pantai Lampuuk,Juragan kapal,Perahu motor tempel,B.4 Hujan Badai,5,Wth-1,3.5,66.67,Berhenti Beraktifitas Melaut,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,25,5,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.5 Arus Kencang,2,Cr-2,3.5,70.0,Cr-2 Tidak Melakukan Apa-Apa,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,25,5,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.6 Air Pasang,6,Td-2,3.5,100.0,Td-2 Berhati-Hati,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,33,20,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,3,"Wv-1, Wv-2",16.0,100.0,"Wv-1 Menyesuaikan Waktu Melaut
Wv-2 Berhati-hati",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,33,20,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,1,Wth-1,18.0,50.0,Wth-1 Pasang Jangkar Untuk Bertahan,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,33,20,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.6 Air Pasang,3,Td-1,20.0,100.0,Td-1 Berhati-Hati,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,29,8,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,5,Wth-1,16.0,86.67,Wth-1 Berhati-Hati,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,47,29,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.2 Angin Kencang,5,"Wn-3, Wn-11",4.5,100.0,"Wn-3 Memperbaiki Kapal 
Wn-11 Berhati-Hati",29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,47,29,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.3 Gelombang Ekstrim,4,Wv-1,4.0,66.67,Wv-1 Menyesuaikan Alat,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,28,8,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.2 Angin Kencang,2,"Wn-8, Wn-9",3.5,25.0,"Wn-8 Menyesuaikan Waktu Melaut
Wn-9 Memperbaiki Kapal ",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,28,8,Aceh,Pantai Lampuuk,Anak Buah Kapal (ABK) ,Perahu motor tempel,B.4 Hujan Badai,1,Wth-1,1.5,100.0,Wth-1 Berhenti Beraktifitas Melaut,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
